ID,FORM,SEGM,XPOSTAG
r.2.6,sila3,sila[unit],N
r.2.7,ninda,ninda[bread],N
r.3.1,2(disz),2(disz)[one],NU
r.3.2,gin2,gig[unit],N
r.3.3,i3,i[oil],N
r.3.4,2(disz),2(disz)[one],NU
r.3.5,gin2,gig[unit],N
r.3.6,naga,naga[potash],N
r.4.1,1(disz),1(disz)[one],NU
r.4.2,ku6,kud[fish],N
r.4.3,1(disz),1(disz)[one],NU
r.4.4,sa,sa[bundle],N
r.4.5,szum2,szum[garlic],N
r.5.1,du10-ga-mu,Dugamu[1],PN
r.5.2,sukkal,sukkal[secretary][-ra],N.DAT-H
r.6.1,szunigin,szunigin[total],N
r.6.2,1(ban2),1(ban)[unit],N
r.6.3,1(disz),1(disz)[one],NU
r.6.4,sila3,sila[unit],N
r.6.5,kasz,kasz[beer],N
r.6.6,saga,saga[good][-ø],NF.V.ABS
r.7.1,szunigin,szunigin[total],N
r.7.2,7(disz),7(disz)[one],NU
r.7.3,sila3,sila[unit],N
r.7.4,ninda,ninda[bread],N
r.7.5,szunigin,szunigin[total],N
r.7.6,6(disz),6(disz)[one],NU
r.7.7,gin2,gig[unit],N
r.7.8,i3,i[oil],N
r.8.1,szunigin,szunigin[total],N
r.8.2,6(disz),6(disz)[one],NU
r.8.3,gin2,gig[unit],N
r.8.4,naga,naga[potash],N
r.9.1,szunigin,szunigin[total],N
r.9.2,3(disz),3(disz)[one],NU
r.9.3,ku6,kud[fish],N
r.9.4,3(disz),3(disz)[one],NU
r.9.5,sa,sa[bundle],N
r.9.6,szum2,szum[garlic],N
l.1.1,u4,ud[day],N
l.1.2,6(disz)-kam,6(disz)[one]-ak-am,NU.GEN.COP-3-SG
l.2.1,iti,iti[month],N
l.2.2,{d}li9-si4,Lisi[1][-'a],MN.L1
a.1.1,na-ba-sa6,Nabasa[1],PN
a.2.1,dumu,dumu[child],N
a.2.2,lugal-nig2-nesag-e,Lugalnignesage[1],PN
a.3.1,kuruszda,kuruszda[animal_fattener][-ak],N.GEN
o.1.1,pisan-dub-ba,bisagdubak[filing_basket],N
o.2.1,e2-tum,bitum[administrative_term],N
o.3.1,kiszib3,kiszib[sealed_tablet],N
o.3.2,zi-re,zir[break]-ed,NF.V.F
o.3.3,ugu2-a,ugu[capital]-'a,N.L1
o.3.4,{ga2}gar,gar[place][-a],NF.V.PT
o.4.1,lugal-ezem,Lugalezem[1][-ak],PN.GEN
o.4.2,szabra,szabra[chief_administrator][-ø],N.ABS
r.1.1,i3-gal2,i[-ni]-gal[be][-ø],FIN.L1.V.3-SG-S
r.2.1,mu,mu[year],N
r.2.2,an-sza-an{ki},Anszan[1][-ø],GN.ABS
r.2.3,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
r.3.1,mu,mu[year],N
r.3.2,us2-sa,us[follow]-a,NF.V.PT
r.3.3,an-sza-an{ki},Anszan[1][-ø],GN.ABS
r.3.4,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
r.4.1,mu,mu[year],N
r.4.2,{d}nanna,Nanna[1],DN
r.4.3,kar-zi-da,Karzida[1][-ak],SN.GEN
r.4.4,a-ra2,ara[times],N
r.4.5,2(disz@t),2(disz@t)[one],NU
o.1.1,1(disz),1(disz)[one],NU
o.1.2,udu,udu[sheep],N
o.1.3,gu4-e-us2-sa,gude'usa[lowest_quality],N
o.2.1,1(disz),1(disz)[one],NU
o.2.2,sila4,sila[lamb],N
o.3.1,ri-ri-ga-am3,deg[collect]-a[-ø]-am[-ø],NF.V.PT.ABS.COP-3-SG.ABS
o.4.1,e2-gal-la,egal[palace]-'a,N.L1
o.4.2,ba-an-ku4,ba-n-kur[enter][-ø],MID.L1-SYN.V.3-SG-S
r.1.1,zi-ga,ziga[expenditure],N
r.2.1,a2-bi2-la-ti,Abilati[1][-ak],PN.GEN
r.3.1,iti,iti[month],N
r.3.2,sze-sag11-ku5,Szesagku[1][-'a],MN.L1
r.4.1,mu,mu[year],N
r.4.2,us2-sa,us[follow]-a,NF.V.PT
r.4.3,e2,e[house],N
r.4.4,puzur4-isz-{d}da-gan,Puzuriszdagan[1][-ø],SN.ABS
r.4.5,ba-du3,ba-du[build][-ø],MID.V.3-SG-S
r.4.6,mu,mu[year],N
r.4.7,us2-sa-bi,us[follow]-a-bi,NF.V.PT.3-SG-NH-POSS
o.1.1,pisan-dub-ba,bisagdubak[filing_basket],N
o.2.1,e2-tum,bitum[administrative_term],N
o.3.1,sag-nig2-gur11-ra,sagnigGArak[available_assets],N
o.4.1,u3,u[and],CNJ
o.4.2,zi-ga,ziga[expenditure],N
o.5.1,u2-ta2-mi-szar-ra-am,Utamiszaram[1][-ak],PN.GEN
o.6.1,iti,iti[month],N
o.6.2,masz-da3-gu7-ta,Maszdagu[1]-ta,MN.ABL
r.1.1,iti,iti[month],N
r.1.2,sze-sag11-ku5-sze3,Szesagku[1]-sze,MN.TERM
r.2.1,iti,iti[month],N
r.2.2,1(u),1(u)[ten],NU
r.2.3,2(disz)-kam,2(disz)[one]-ak-am,NU.GEN.COP-3-SG
r.3.1,mu,mu[year],N
r.3.2,sza-asz-ru{ki},Szaszru[1][-ø],SN.ABS
r.3.3,ba-hul,ba-hulu[destroy][-ak][-ak][-ø],MID.V.3-SG-S.GEN.GEN.ABS
r.4.1,i3-gal2,i[-ni]-gal[be][-ø],FIN.L1.V.3-SG-S
o.1.1,4(ban2),4(ban)[unit],N
o.1.2,la2,la[hang][-ø],NF.V.ABS
o.1.3,1(disz),1(disz)[one],NU
o.1.4,sila3,sila[unit],N
o.1.5,en-nu,Ennu[1][-ra],PN.DAT-H
o.2.1,2(ban2),2(ban)[unit],N
o.2.2,5(disz),5(disz)[one],NU
o.2.3,gin2,gig[unit],N
o.2.4,szu-{d}szul-gi,Szuszulgir[1][-ra],PN.DAT-H
o.3.1,8(disz),8(disz)[one],NU
o.3.2,sila3,sila[unit],N
o.3.3,4(disz),4(disz)[one],NU
o.3.4,gin2,gig[unit],N
o.3.5,tab-be-li2,Tabbeli[1],PN
o.3.6,u3,u[and],CNJ
o.3.7,dan-num2,Dannum[1][-ra],PN.DAT-H
o.4.1,4(disz),4(disz)[one],NU
o.4.2,sila3,sila[unit],N
o.4.3,2(disz),2(disz)[one],NU
o.4.4,gin2,gig[unit],N
o.4.5,gu3-de2-a,Gude'a[1],PN
o.4.6,mar-tu,Martu[1][-ra],EN.DAT-H
o.5.1,8(disz),8(disz)[one],NU
o.5.2,sila3,sila[unit],N
o.5.3,2(disz),2(disz)[one],NU
o.5.4,gin2,gig[unit],N
o.5.5,i-di3-a,Idi'a[1][-ra],PN.DAT-H
o.6.1,4(disz),4(disz)[one],NU
o.6.2,sila3,sila[unit],N
o.6.3,SIG7-a,SIGa[1][-ra],PN.DAT-H
o.7.1,4(disz),4(disz)[one],NU
o.7.2,sila3,sila[unit],N
o.7.3,1(disz),1(disz)[one],NU
o.7.4,n,_(_)[_],NU
o.7.5,gin2,gig[unit],N
o.7.6,x-x-i3-li2,_[1][-ra],PN.DAT-H
o.8.1,2(ban2),2(ban)[unit],N
o.8.2,2(disz),2(disz)[one],NU
o.8.3,gin2,gig[unit],N
o.8.4,puzur4-{d}suen,Puzursuen[1][-ra],PN.DAT-H
r.1.1,8(disz),8(disz)[one],NU
r.1.2,sila3,sila[unit],N
r.1.3,4(disz),4(disz)[one],NU
r.1.4,gin2,gig[unit],N
r.1.5,lu2-u2-me,Lu'ume[1][-ra],PN.DAT-H
r.2.1,1(ban2),1(ban)[unit],N
r.2.2,2(disz),2(disz)[one],NU
r.2.3,gin2,gig[unit],N
r.2.4,u2-bur-li,Uburli[1][-ra],PN.DAT-H
r.3.1,5(disz),5(disz)[one],NU
r.3.2,sila3,sila[unit],N
r.3.3,2(disz),2(disz)[one],NU
r.3.4,gin2,gig[unit],N
r.3.5,lu2-bala-sa6,Lubalasa[1][-ra],PN.DAT-H
r.3.6,ur-{gesz}gigir,Urgigir[1][-e],PN.ERG
r.3.7,ra2-gaba-da,ragaba[rider]-da,N.COM
r.3.8,du,du[go][-ed],NF.V.PF.F
r.4.1,u4,ud[day],N
r.4.2,2(u),2(u)[ten],NU
r.4.3,7(disz)-kam,7(disz)[one]-ak-am,NU.GEN.COP-3-SG
r.5.1,iti,iti[month],N
r.5.2,GAN2-masz,GANmasz[1][-'a],MN.L1
o.1.1,3(disz),3(disz)[one],NU
o.1.2,udu,udu[sheep],N
o.1.3,niga,niga[fattened][-ø],NF.V.ABS
o.1.4,4(disz)-kam,4(disz)[one]-ak-am,NU.GEN.COP-3-SG
o.1.5,us2,us[follow][-ø],NF.V.ABS
o.2.1,nig2-dab5,nigdab[requisitions],N
o.2.2,{d}al-la-tum,Allatum[1][-ra],DN.DAT-H
o.3.1,3(disz),3(disz)[one],NU
o.3.2,udu,udu[sheep],N
o.3.3,niga,niga[fattened][-ø],NF.V.ABS
o.3.4,4(disz)-kam,4(disz)[one]-ak-am,NU.GEN.COP-3-SG
o.3.5,us2,us[follow][-ø],NF.V.ABS
o.4.1,en-dim2-gi8-sze3,Endimgi[1]-sze,SN.TERM
o.5.1,ki-a-nag,ki'anag[place_of_libations],N
o.5.2,a-bi2-si2-im-ti,Abisimti[1][-ak],PN.GEN
o.6.1,giri3,giri[foot],N
o.6.2,{d}nanna-kam,Nannakam[1],PN
o.6.3,szu-i,szu'i[barber][-ak],N.GEN
o.7.1,sza3,szag[heart],N
o.7.2,uri5{ki}-ma,Urim[1][-ak]-'a,SN.GEN.L1
r.1.1,u4,ud[day],N
r.1.2,1(u),1(u)[ten],NU
r.1.3,7(disz)-kam,7(disz)[one]-ak-am,NU.GEN.COP-3-SG
r.2.1,ki,ki[place],N
r.2.2,{d}szul-gi-i3-li2-ta,Szulgirili[1][-ak]-ta,PN.GEN.ABL
r.2.3,ba-zi,ba-zig[expend][-ø],MID.V.3-SG-S
r.3.1,giri3,giri[foot],N
r.3.2,lu2-{d}nanna,Lunanna[1],PN
r.3.3,szar2-ra-ab-du,szarrabdu[administrator][-ak],N.GEN
r.4.1,iti,iti[month],N
r.4.2,ezem-{d}me-ki-gal2,Ezemmekigal[1]-['a],MN.L1
r.5.1,mu,mu[year],N
r.5.2,{d}szu-{d}suen,Szusuen[1],RN
r.5.3,lugal,lugal[king],N
r.5.4,uri5{ki}-ma-ke4,Urim[1]-ak-e,SN.GEN.ERG
r.5.5,e2,e[house],N
r.5.6,{d}szara2,Szara[1],DN
r.5.7,umma{ki}-ka,Umma[1]-ak-ak[-ø],SN.GEN.GEN.ABS
r.5.8,mu-du3,mu[-n]-du[build][-ø],VEN.3-SG-H-A.V.3-SG-P
l.1.1,6(disz),6(disz)[one],NU
l.1.2,udu,udu[sheep],N
o.1.1,pisan-dub-ba,bisagdubak[filing_basket],N
o.2.1,e2-tum,bitum[administrative_term],N
o.3.1,sag-nig2-gur11-ra,sagnigGArak[available_assets],N
o.4.1,u3,u[and],CNJ
o.4.2,zi-ga,ziga[expenditure],N
o.5.1,ta2-hi-isz-a-tal,Tahiszatal[1][-ak],PN.GEN
o.6.1,iti,iti[month],N
o.6.2,ezem-{d}nin-a-zu,Ezemninazu[1],MN
o.6.3,u4,ud[day],N
o.6.4,1(u),1(u)[ten],NU
o.6.5,8(disz),8(disz)[one],NU
o.6.6,zal-la-ta,zal[pass]-a-ta,NF.V.PT.ABL
r.1.1,iti,iti[month],N
r.1.2,sze-sag11-ku5-sze3,Szesagku[1]-sze,MN.TERM
r.2.1,iti,iti[month],N
r.2.2,7(disz),7(disz)[one],NU
r.2.3,u4,ud[day],N
r.2.4,1(u),1(u)[ten],NU
r.2.5,2(disz)-kam,2(disz)[one]-ak-am,NU.GEN.COP-3-SG
r.3.1,mu,mu[year],N
r.3.2,sza-asz-ru{ki},Szaszru[1][-ø],SN.ABS
r.3.3,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
o.1.1,1(u),1(u)[ten],NU
o.1.2,la2,la[hang][-ø],NF.V.ABS
o.1.3,1(disz),1(disz)[one],NU
o.1.4,udu,udu[sheep],N
o.1.5,u2,u[grass],N
o.2.1,1(disz),1(disz)[one],NU
o.2.2,sila4,sila[lamb],N
o.3.1,ki,ki[place],N
o.3.2,a-lu5-lu5-ta,Alulu[1][-ak]-ta,PN.GEN.ABL
o.4.1,nig2-{gesz}tag-ga,nigtaga[sacrifice],N
o.4.2,lugal,lugal[king][-ak],N.GEN
o.5.1,giri3,giri[foot],N
o.5.2,sagi-ne,Sagine[1][-ak],PN.GEN
r.1.1,iti,iti[month],N
r.1.2,pa4-u2-e,Pa'u'e[1][-'a],MN.L1
r.2.1,mu,mu[year],N
r.2.2,en,en[priest],N
r.2.3,eridu{ki},Eridug[1][-ak][-ø],SN.GEN.ABS
r.2.4,ba-hun,ba-hug[hire][-ø],MID.V.3-SG-S
o.1.1,masz-da,maszda[stone],N
o.1.2,x,_[_],_
o.2.1,dumu,dumu[child],N
o.2.2,x,_[_],_
o.2.3,x,_[_],_
o.3.1,x,_[_],_
o.3.2,x,_[_],_
o.3.3,dumu,dumu[child],N
o.3.4,x,_[_],_
o.4.1,x,_[_],_
o.4.2,x,_[_],_
o.4.3,mar,mar[wagon],N
o.4.4,x,_[_],_
o.5.1,x,_[_],_
o.5.2,...,_[_],_
o.1.1,1(disz),1(disz)[one],NU
o.1.2,tug2,tug[textile],N
o.1.3,mu-kux(DU),mukur[delivery][-ø],N.ABS
o.2.1,ur-e2-nun-na,Urenuna[1],PN
o.3.1,dumu,dumu[child],N
o.3.2,na-silim,Nasilim[1],PN
o.4.1,da-da-ga,Dadaga[1][-ak][-e],PN.GEN.ERG
o.5.1,szu,szu[hand][-e],N.L3-NH
o.5.2,ba-ti,ba[-n]-teg[accept][-ø],MID.3-SG-H-A.V.3-SG-P
r.1.1,iti,iti[month],N
r.1.2,min-esz3,Minesz[1][-'a],MN.L1
r.2.1,mu,mu[year],N
r.2.2,us2-sa,us[follow]-a,NF.V.PT
r.2.3,mu,mu[year],N
r.2.4,us2-sa-a-bi,us[follow]-a-bi,NF.V.PT.3-SG-NH-POSS
o.1.1,5(disz),5(disz)[one],NU
o.1.2,gurusz,gurusz[male],N
o.1.3,1(barig),1(bariga)[unit],N
o.2.1,8(disz),8(disz)[one],NU
o.2.2,ug3-IL2,uggaga[porter],N
o.2.3,4(ban2),4(ban)[unit],N
o.3.1,u4,ud[day],N
o.3.2,1(u),1(u)[ten],NU
o.3.3,3(disz)-sze3,3(disz)[one]-sze,NU.TERM
o.4.1,kun-zi-da,kunzida[weir],N
o.4.2,i7,id[river],N
o.4.3,si-sa2-ka,Sisa[1]-ak-'a,WN.GEN.L1
o.4.4,gub-ba,gub[assigned]-a,NF.V.PT
o.5.1,ugula,ugula[overseer][-ø],N.ABS
o.5.2,ARAD2,Arad[1][-ø],PN.ABS
o.6.1,kiszib3,kiszib[seal],N
o.6.2,lu2-{d}szara2,Luszara[1][-ak],PN.GEN
r.1.1,mu,mu[year],N
r.1.2,en,en[priest],N
r.1.3,ga-esz{ki},Ga'esz[1][-ak][-ø],SN.GEN.ABS
r.1.4,ba-hun,ba-hug[hire][-ø],MID.V.3-SG-S
s1.1.1,lu2-{d}szara2,Luszara[1],PN
s1.2.1,dub-sar,dubsar[scribe],N
s1.3.1,dumu,dumu[child],N
s1.3.2,iri-bar-re,Iribare[1][-ak],PN.GEN
o.1.1,1(ban2),1(ban)[unit],N
o.1.2,kasz,kasz[beer],N
o.1.3,1(ban2),1(ban)[unit],N
o.1.4,...,_[_],_
o.2.1,1(disz),1(disz)[one],NU
o.2.2,sila3,sila[unit],N
o.2.3,...,_[_],_
o.3.1,1(u),1(u)[ten],NU
o.3.2,...,_[_],_
o.3.3,gesz,gesz[tree],N
o.4.1,1(barig),1(bariga)[unit],N
o.4.2,kasz,kasz[beer],N
o.4.3,...,_[_],_
o.4.4,x,_[_],_
o.4.5,...,_[_],_
o.5.1,3(ban2),3(ban)[unit],N
o.5.2,x,_[_],_
o.6.1,nam-ha-ni,Namhani[1],PN
o.6.2,sagi,sagi[cup_bearer],N
o.7.1,{d}gu-la,Gula[1][-ak][-ø],DN.GEN.ABS
o.8.1,mu-da-gen-na-a,mu[-b]-da-gen[go][-ø]-a-'a,VEN.3-NH.COM.V.3-SG-S.SUB.L1
o.9.1,iti,iti[month],N
o.9.2,sze-kar-ra-gal2-la,Szekaragala[1][-'a],MN.L1
o.1.1,3(disz),3(disz)[one],NU
o.1.2,...,_[_][-ø],N.ABS
o.2.1,u4,ud[day],N
o.2.2,1(u),1(u)[ten],NU
o.2.3,3(disz),3(disz)[one],NU
o.2.4,n,_(_)[_][-ø],NU.ABS
o.2.5,ba-zal,ba-zal[pass][-ø][-a],MID.V.3-SG-S.SUB
o.3.1,ki,ki[place],N
o.3.2,ab-ba-sa6-ga-ta,Abbasaga[1][-ak]-ta,PN.GEN.ABL
o.4.1,{d}szul-gi-a-a-mu,Szulgirayamu[1][-e],PN.ERG
r.1.1,i3-dab5,i[-n]-dab[seize][-ø],FIN.3-SG-H-A.V.3-SG-P
r.2.1,iti,iti[month],N
r.2.2,masz-da3-gu7,Maszdagu[1][-'a],MN.L1
r.3.1,mu,mu[year],N
r.3.2,{d}gu-za,guza[chair],N
r.3.3,{d}en-lil2-la2,Enlil[1][-ak][-ø],DN.GEN.ABS
r.3.4,ba-dim2,ba-dim[create][-ø],MID.V.3-SG-S
l.1.1,3(disz),3(disz)[one],NU
o.1.1,1(disz),1(disz)[one],NU
o.1.2,amar,amar[calf],N
o.1.3,gu4,gud[ox][-ak],N.GEN
o.1.4,ga,ga[suckling],N
o.1.5,su4-a,su[red][-ø],NF.V.ABS
o.2.1,1(disz),1(disz)[one],NU
o.2.2,udu,udu[sheep],N
o.2.3,niga,niga[fattened][-ø],NF.V.ABS
o.2.4,saga,saga[good][-ø],NF.V.ABS
o.2.5,us2,us[follow][-ø],NF.V.ABS
o.3.1,1(disz),1(disz)[one],NU
o.3.2,masz2-gal,maszgal[billy_goat],N
o.3.3,niga,niga[fattened][-ø],NF.V.ABS
o.4.1,1(disz),1(disz)[one],NU
o.4.2,sila4,sila[lamb],N
o.4.3,ga,ga[suckling],N
o.5.1,2(disz),2(disz)[one],NU
o.5.2,kir11,kir[female_lamb],N
o.5.3,ga,ga[suckling],N
o.6.1,3(disz),3(disz)[one],NU
o.6.2,{munus}asz2-gar3,aszgar[female_kid],N
o.6.3,ga,ga[suckling][-ø],N.ABS
r.1.1,ba-usz2,ba-ug[die][-esz],MID.V.PL.3-PL-S
r.1.2,u4,ud[day],N
r.1.3,2(u),2(u)[ten],NU
r.1.4,5(disz)-kam,5(disz)[one]-ak-am,NU.GEN.COP-3-SG
r.2.1,ki,ki[place],N
r.2.2,lu2-dingir-ra-ta,Ludingira[1][-ak]-ta,PN.GEN.ABL
r.3.1,ur-nigar{gar},Urnigar[1][-e],PN.ERG
r.4.1,szu,szu[hand][-e],N.L3-NH
r.4.2,ba-ti,ba[-n]-teg[accept][-ø],MID.3-SG-H-A.V.3-SG-P
r.5.1,iti,iti[month],N
r.5.2,ezem-me-ki-gal2,Ezemmekigal[1][-'a],MN.L1
r.6.1,mu,mu[year],N
r.6.2,ki-masz{ki},Kimasz[1],SN
r.6.3,u3,u[and],CNJ
r.6.4,hu-ur5-ti{ki},Hurti[1][-ø],SN.ABS
r.6.5,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
o.1.1,1(u),1(u)[ten],NU
o.1.2,3(asz),3(asz)[one],NU
o.1.3,3(barig),3(bariga)[unit],N
o.1.4,6(disz),6(disz)[one],NU
o.1.5,sila3,sila[unit],N
o.1.6,gesz-i3,geszi[sesame],N
o.1.7,gur,gur[unit],N
o.2.1,si-i3-tum,situm[balance],N
o.2.2,nig2-ka9-ak,nigSZID[account]-ak,N.GEN
o.3.1,4(u),4(u)[ten],NU
o.3.2,erin2,erin[people],N
o.3.3,1(asz),1(asz)[one],NU
o.3.4,gur-ta,gur[unit]-ta,N.ABL
o.4.1,1(u),1(u)[ten],NU
o.4.2,ug3-IL2,uggaga[porter],N
o.4.3,1(asz),1(asz)[one],NU
o.4.4,gur-ta,gur[unit]-ta,N.ABL
o.5.1,gesz-i3-bi,geszi[sesame]-bi[-ø],N.3-SG-NH-POSS.ABS
o.5.2,5(u),5(u)[ten],NU
o.5.3,gur,gur[unit][-ø],N.ABS
o.6.1,szunigin,szunigin[total],N
o.6.2,1(gesz2),1(gesz)[sixty],NU
o.6.3,3(asz),3(asz)[one],NU
o.6.4,3(barig),3(bariga)[unit],N
o.6.5,6(disz),6(disz)[one],NU
o.6.6,sila3,sila[unit],N
o.6.7,gesz-i3,geszi[sesame],N
o.6.8,gur,gur[unit],N
o.7.1,sza3-bi-ta,szag[heart]-bi-ta,N.3-SG-NH-POSS.ABL
o.8.1,5(u),5(u)[ten],NU
o.8.2,1(asz),1(asz)[one],NU
o.8.3,2(barig),2(bariga)[unit],N
o.8.4,3(ban2),3(ban)[unit],N
o.8.5,la2,la[hang][-ø],NF.V.ABS
o.8.6,1(disz),1(disz)[one],NU
o.8.7,sila3,sila[unit],N
o.8.8,gur,gur[unit],N
o.9.1,kiszib3,kiszib[seal],N
o.9.2,ur-ab-ba,Urabba[1][-ak],PN.GEN
o.10.1,4(disz),4(disz)[one],NU
o.10.2,1/2(disz),1/2(disz)[one],NU
o.10.3,gin2,gig[unit],N
o.10.4,ku3,kug[silver],N
o.11.1,gesz-i3-bi,geszi[sesame]-bi[-ø],N.3-SG-NH-POSS.ABS
o.11.2,4(barig),4(bariga)[unit],N
o.11.3,3(ban2),3(ban)[unit][-ø],N.ABS
o.12.1,lugal-igi-husz,Lugaligihusz[1][-ra],PN.DAT-H
r.1.1,1(asz),1(asz)[one],NU
r.1.2,1(barig),1(bariga)[unit],N
r.1.3,7(disz),7(disz)[one],NU
r.1.4,sila3,sila[unit],N
r.1.5,gesz-i3,geszi[sesame],N
r.1.6,gur,gur[unit],N
r.2.1,nig2-{d}ba-ba6,Nigbaba[1][-e],PN.ERG
r.2.2,szu,szu[hand][-e],N.L3-NH
r.2.3,ba-ti,ba[-n]-teg[accept][-ø],MID.3-SG-H-A.V.3-SG-P
r.3.1,la2-ia3,la'u[arrears],N
r.3.2,su-ga,sug[repay]-a,NF.V.PT
r.3.3,kiszib3,kiszib[seal],N
r.3.4,nu-tuku,nu-tuku[acquire][-a],NEG.NF.V.PT
r.4.1,ugu2-a,ugu[capital]-'a,N.L1
r.4.2,ga2-ga2,gar-gar[place][-ed],NF.V.RDP.PF.F
r.5.1,4(disz),4(disz)[one],NU
r.5.2,engar-gu4-suhub2,engargusuhub[farmer],N
r.5.3,1(asz),1(asz)[one],NU
r.5.4,gur-ta,gur[unit]-ta,N.ABL
r.6.1,gesz-i3-bi,geszi[sesame]-bi[-ø],N.3-SG-NH-POSS.ABS
r.6.2,4(asz),4(asz)[one],NU
r.6.3,gur,gur[unit][-ø],N.ABS
r.7.1,zi-ga,zig[expend]-a,NF.V.PT
r.8.1,szunigin,szunigin[total],N
r.8.2,5(u),5(u)[ten],NU
r.8.3,7(asz),7(asz)[one],NU
r.8.4,3(barig),3(bariga)[unit],N
r.8.5,6(disz),6(disz)[one],NU
r.8.6,sila3,sila[unit],N
r.8.7,gesz-i3,geszi[sesame],N
r.8.8,gur,gur[unit],N
r.9.1,zi-ga,zig[expend]-a,NF.V.PT
r.10.1,la2-ia3,la'u[arrears],N
r.10.2,6(asz),6(asz)[one],NU
r.10.3,gesz-i3,geszi[sesame],N
r.10.4,gur,gur[unit],N
r.11.1,nig2-ka9-ak,nigSZID[account],N
r.11.2,gesz-i3,geszi[sesame],N
r.12.1,ku5-da-mu,Kudamu[1][-ak][-ak],PN.GEN.GEN
r.13.1,mu,mu[year],N
r.13.2,en,en[priest],N
r.13.3,eridu{ki},Eridug[1][-ak][-ø],SN.GEN.ABS
r.13.4,ba-hun,ba-hug[hire][-ø],MID.V.3-SG-S
.col1.1'.1,...,_[_],_
.col1.1'.2,x,_[_],_
.col1.2'.1,n,_(_)[_],NU
.col1.2'.2,udu,udu[sheep],N
.col1.3'.1,n,_(_)[_],NU
.col1.3'.2,udu,udu[sheep],N
.col1.3'.3,a-lum,aslum[sheep_type],N
.col1.4'.1,n,_(_)[_],NU
.col1.4'.2,...,_[_],_
.col1.4'.3,x,_[_],_
.col1.5'.1,n,_(_)[_],NU
.col1.5'.2,ud5,uzud[goat],N
.col1.5'.3,3(disz),3(disz)[one],NU
.col1.5'.4,masz2,masz[goat],N
.col1.6'.1,ki,ki[place],N
.col1.6'.2,{d}iszkur-illat-ta,Iszkurillat[1][-ak]-ta,PN.GEN.ABL
.col1.7'.1,n,_(_)[_],NU
.col1.7'.2,2(disz),2(disz)[one],NU
.col1.7'.3,u8,u[ewe],N
.col1.7'.4,5(u),5(u)[ten],NU
.col1.7'.5,6(disz),6(disz)[one],NU
.col1.7'.6,udu,udu[sheep],N
.col1.8'.1,n,_(_)[_],NU
.col1.8'.2,1(disz),1(disz)[one],NU
.col1.8'.3,u8,u[ewe],N
.col1.8'.4,a-lum,aslum[sheep_type],N
.col1.9'.1,n,_(_)[_],NU
.col1.9'.2,udu,udu[sheep],N
.col1.9'.3,a-lum,aslum[sheep_type],N
.col1.10'.1,x,_[_],_
.col1.10'.2,ud5,uzud[goat],N
.col1.10'.3,2(disz),2(disz)[one],NU
.col1.10'.4,masz2,masz[goat],N
.col1.11'.1,x,_[_],_
.col1.11'.2,x-dan-num2-ta,_[1][-ak]-ta,PN.GEN.ABL
.col1.12'.1,x,_[_],_
.col1.12'.2,x,_[_],_
.col1.12'.3,1(u),1(u)[ten],NU
.col1.12'.4,3(disz),3(disz)[one],NU
.col1.12'.5,u8,u[ewe],N
.col1.13'.1,x,_[_],_
.col1.13'.2,x,_[_],_
.col1.13'.3,1(u),1(u)[ten],NU
.col1.13'.4,5(disz),5(disz)[one],NU
.col1.13'.5,udu,udu[sheep],N
.col1.14'.1,n,_(_)[_],NU
.col1.14'.2,1(disz),1(disz)[one],NU
.col1.14'.3,u8,u[ewe],N
.col1.14'.4,a-lum,aslum[sheep_type],N
.col1.15'.1,n,_(_)[_],NU
.col1.15'.2,2(disz),2(disz)[one],NU
.col1.15'.3,udu,udu[sheep],N
.col1.15'.4,a-lum,aslum[sheep_type],N
.col1.16'.1,1(u),1(u)[ten],NU
.col1.16'.2,2(disz),2(disz)[one],NU
.col1.16'.3,ud5,uzud[goat],N
.col1.16'.4,3(disz),3(disz)[one],NU
.col1.16'.5,masz2,masz[goat],N
.col1.17'.1,ki,ki[place],N
.col1.17'.2,a-ku-ku-ta,Akuku[1][-ak]-ta,PN.GEN.ABL
.col1.18'.1,3(u),3(u)[ten],NU
.col1.18'.2,6(disz),6(disz)[one],NU
.col1.18'.3,u8,u[ewe],N
.col1.18'.4,5(u),5(u)[ten],NU
.col1.18'.5,3(disz),3(disz)[one],NU
.col1.18'.6,udu,udu[sheep],N
.col1.19'.1,2(disz),2(disz)[one],NU
.col1.19'.2,u8,u[ewe],N
.col1.19'.3,a-lum,aslum[sheep_type],N
.col1.20'.1,8(disz),8(disz)[one],NU
.col1.20'.2,ud5,uzud[goat],N
.col1.20'.3,6(disz),6(disz)[one],NU
.col1.20'.4,masz2,masz[goat],N
.col1.21'.1,ki,ki[place],N
.col1.21'.2,puzur4-ga-ga-ta,Puzurgaga[1][-ak]-ta,PN.GEN.ABL
.col1.22'.1,x,_[_],_
.col1.22'.2,x,_[_],_
.col1.22'.3,...,_[_],_
.col2.1.1,...,_[_],_
.col2.2.1,...,_[_],_
.col2.3.1,...,_[_],_
.col2.4.1,n,_(_)[_],NU
.col2.4.2,la2,la[hang][-ø],NF.V.ABS
.col2.4.3,1(disz),1(disz)[one],NU
