,Text,NER
17933,Mu-ur2-tin-gaba,PN
17934,Mu-ur2{ki},SN
17935,Mu-uš-da-an,PN
17936,Mu-uš-qi2-tum,PN
17937,Mu-za,PN
17938,Mu-zu,PN
17939,Mu-zu-UK-še3,PN
17940,Mu-zu-a,PN
17941,Mu-zu-da,PN
17942,Mu-zu-zu,PN
17943,Mu-{d}Šara2-še3,PN
17944,Mu-ŠI-bar,PN
17945,Mu-ša-wi-ir-še3,PN
17946,Mu-ši,PN
17947,Mu-ši-bar,PN
17948,Mu-ši-bar-ta,PN
17949,Mu-šu-AN,PN
17950,Mu-šu-hur-da,PN
17951,Mu-šub-be2,PN
17952,Mul-lil2-mas-su-da-ka,PN
17953,Mun-al,PN
17954,Munus-am3,PN
17955,Munus-am3-še3,PN
17956,Munus-gi16-sa,PN
17957,Munus-gi16-sa-a,PN
17958,Munus-gi16-sa-me,PN
17959,Munus-gi16-sa-ta,PN
17960,Munus-i3-sa6,PN
17961,Munus-i3-sa6-ga,PN
17962,Munus-mu,PN
17963,Munus-sa6,PN
17964,Munus-sa6-ga,PN
17965,Munus-sig5,PN
17966,Mur-tum,PN
17967,Murgu2-zi,PN
17968,Muš-a-igi-gal2,PN
17969,Muš-bi,PN
17970,Muš-bi-,PN
17971,Muš-bi-a-na,PN
17972,Muš-bi-an,PN
17973,Muš-bi-an-na,PN
17974,Muš-bi-an-na-ka,PN
17975,Muš-bi-an-na-ke4-ne,PN
17976,Muš-bi-an-na-ke4-ne-ta,PN
17977,Muš-bi-an-na-ta,PN
17978,Muš-bi-an-na-še3,PN
17979,Muš-bi-de3-na,PN
17980,Muš-bi-eden,PN
17981,Muš-bi-eden-na,PN
17982,Muš-bi-eden-na-ta,PN
17983,Muš-bi-eden-na-še3,PN
17984,Muš-da-lum,PN
17985,Muš-da-nu-um,PN
17986,Muš-du10-ga,PN
17987,Muš-ga-li,PN
17988,Muš-ki-num2,PN
17989,Muš3-me,PN
17990,N-gur11,PN
17991,N-zi-tar-ra,PN
17992,NA-zi-da,PN
17993,NAG-esir2,PN
17994,NAG-ga,PN
17995,NAG-ki-zu,PN
17996,NAG-ri2{ki},SN
17997,NAG-su-še3,PN
17998,NAG-su{ki},SN
17999,NAG-su{ki}-a,SN
18000,NAG-su{ki}-da,SN
18001,NAG-su{ki}-ke4,SN
18002,NAG-su{ki}-ta,SN
18003,NAG-su{ki}-še3,SN
18004,NAG.KU.AB{ki},SN
18005,NAGAR-ga,PN
18006,NAGAR-ki-du10-ga,PN
18007,NAM.SI.SA{sic},PN
18008,NE-4-kam,PN
18009,NE-LUM-ma,PN
18010,NE-NE-a,PN
18011,NE-NE-da-num2,PN
18012,NE-NE-ti,PN
18013,NE-NI-NE-a,PN
18014,NE-NI-ga,PN
18015,NE-NI-ga-ta,PN
18016,NE-NI-gi4,PN
18017,NE-a,PN
18018,NE-ba,PN
18019,NE-ba-a,PN
18020,NE-ba-ba,PN
18021,NE-ba-ba-ta,PN
18022,NE-ba-id,PN
18023,NE-bar-ra,PN
18024,NE-be-ti,PN
18025,NE-da-AŠ,PN
18026,NE-da-ti,PN
18027,NE-dam,PN
18028,NE-du,PN
18029,NE-du-i3-sa6,PN
18030,NE-du8-hul-li9{ki}-me,SN
18031,NE-duh-NE{ki},SN
18032,NE-duh-hu-NE{ki},SN
18033,NE-duh-hu-NI{ki}-še3,SN
18034,NE-duh-hul-NE{ki}-ta,SN
18035,NE-e-li-li,PN
18036,NE-er-ga{ki}-me,SN
18037,NE-ga,PN
18038,NE-ga-KUM-ta,PN
18039,NE-ga-ga,PN
18040,NE-ga-ki,PN
18041,NE-ga-ma,PN
18042,NE-ga-num2,PN
18043,NE-ga-ru,PN
18044,NE-ga-ru-ni,PN
18045,NE-ga-tum,PN
18046,NE-gu7,PN
18047,NE-gu7-a,PN
18048,NE-gu7-bi,PN
18049,NE-gu7-bi2,PN
18050,NE-gu7-ne,PN
18051,NE-gu7-še3,PN
18052,NE-gub-ba,PN
18053,NE-hu-NE{ki}-me,SN
18054,NE-hu-NE{ki}-ta,SN
18055,NE-i3-zu,PN
18056,NE-iš-a-tal,PN
18057,NE-ka,PN
18058,NE-ku-nu,PN
18059,NE-ku2-bi,PN
18060,NE-la,PN
18061,NE-la-ak,PN
18062,NE-la-ka,PN
18063,NE-la-ti,PN
18064,NE-li,PN
18065,NE-li-li-ta,PN
18066,NE-lu-lu-ta,PN
18067,NE-mu-ša-ni-mu,PN
18068,NE-na,PN
18069,NE-na-LUM,PN
18070,NE-na-a,PN
18071,NE-na-a-a,PN
18072,NE-na-nu-um,PN
18073,NE-ni,PN
18074,NE-ni-in-gi4,PN
18075,NE-pa-e3,PN
18076,NE-par4-ra,PN
18077,NE-ra,PN
18078,NE-ra-a,PN
18079,NE-ra-ni,PN
18080,NE-ra-ni-sa6,PN
18081,NE-ra-ti,PN
18082,NE-ri-iš-a-tal,PN
18083,NE-sag-ga2,PN
18084,NE-si,PN
18085,NE-su,PN
18086,NE-su-su,PN
18087,NE-ta,PN
18088,NE-ti,PN
18089,NE-ti-ti,PN
18090,NE-u-um-ma-še3,PN
18091,NE-za,PN
18092,NE-za-an,PN
18093,NE-za-ti,PN
18094,NE-zi-bad3{ki},SN
18095,NE-zi-la,PN
18096,NE-zi-lum,PN
18097,NE-zi-za,PN
18098,NE-zi2-li,PN
18099,NE-zu,PN
18100,NE-zuluhu2,PN
18101,NE-{d}Mah,PN
18102,NE-ša-LUM,PN
18103,NE.A-a,PN
18104,NE.KA-ta,PN
18105,NE.NAG-a,PN
18106,NE.NE-a,PN
18107,NE.NE-ke4,PN
18108,NE.NE-lu-kar2-ba-na-kar2,PN
18109,NE.NE-nu-da-ti,PN
18110,NE.NE-ra,PN
18111,NE.NE-si-še3,PN
18112,NE.NE-ta,PN
18113,NE.NE-u3,PN
18114,NE.NE.SI-še3,PN
18115,NE.NI-a,PN
18116,NE.NI-ak,PN
18117,NE.NI-kam,PN
18118,NE.NI{ki},SN
18119,NE.RI-a,PN
18120,NE.RU{ki}-ka,SN
18121,NE.RU{ki}-ta,SN
18122,NE.SI-ga,PN
18123,NE.U2{ki}-še3,SN
18124,NE.ba,PN
18125,NE::NE-gar,PN
18126,NESAG-da-lu2-GA2×ZA,PN
18127,NI-BU-{d}Amar-{d}Suen-še3,PN
18128,NI-GAL2-NI-sar,PN
18129,NI-KA-du7,PN
18130,NI-LAL2xNIGIN{ki},SN
18131,NI-NI-ga,PN
18132,NI-NI-na,PN
18133,NI-NI-še3,PN
18134,NI-NI.NI-ta,PN
18135,NI-NI{ki}-me,SN
18136,NI-UD-MA-ta,PN
18137,NI-ZA-NI-lu2-zi,PN
18138,NI-a,PN
18139,NI-a-NI,PN
18140,NI-a-lam-ma,PN
18141,NI-a-ma-ti,PN
18142,NI-a-mi-iš{ki},SN
18143,NI-a-mu-ta,PN
18144,NI-a-ti,PN
18145,NI-a-ti-um,PN
18146,NI-a-um,PN
18147,NI-ba,PN
18148,NI-ba-ad,PN
18149,NI-ba-ba,PN
18150,NI-ba-ba-su-da,PN
18151,NI-ba-gi,PN
18152,NI-ba-lu5,PN
18153,NI-ba-lu5-e,PN
18154,NI-ba-ri{ki},SN
18155,NI-ba-ru-ti-iš,PN
18156,NI-ba-um,PN
18157,NI-bi2-du11-ga,PN
18158,NI-da,PN
18159,NI-da-a,PN
18160,NI-da-a-ga,PN
18161,NI-da-da,PN
18162,NI-da-ga,PN
18163,NI-da-ga-a,PN
18164,NI-da-ga-na,PN
18165,NI-da-ga-še3,PN
18166,NI-da-gal2,PN
18167,NI-da-la,PN
18168,NI-da-mu,PN
18169,NI-da-mu-ka,PN
18170,NI-da-mu-ka-še3,PN
18171,NI-da-mu-ni-BU,PN
18172,NI-da-mu-ta,PN
18173,NI-da-mu-še3,PN
18174,NI-da-ra-aš-PI{ki},SN
18175,NI-da-ra-aš-pi2{ki},SN
18176,NI-du,PN
18177,NI-du-a,PN
18178,NI-du-du,PN
18179,NI-du-ki,PN
18180,NI-du3-a,PN
18181,NI-du6-a,PN
18182,NI-e,PN
18183,NI-e3,PN
18184,NI-ga,PN
18185,NI-ga-ad,PN
18186,NI-ga-mu,PN
18187,NI-gal,PN
18188,NI-gi4-MU,PN
18189,NI-gi4-ta,PN
18190,NI-gi4-tum,PN
18191,NI-gi4-tum-bi,PN
18192,NI-gu-a-ni,PN
18193,NI-gu-gu,PN
18194,NI-gu-mi-šar,PN
18195,NI-hi-ba-ni,PN
18196,NI-i-ti-a,PN
18197,NI-i3-sa6,PN
18198,NI-ib-ni-tum,PN
18199,NI-ig-ra-a-me,PN
18200,NI-ik-mu-um,PN
18201,NI-il2-la-NE,PN
18202,NI-in-mu,PN
18203,NI-ka-ka-a,PN
18204,NI-kal-la,PN
18205,NI-ki-tum,PN
18206,NI-la-ga,PN
18207,NI-la-la,PN
18208,NI-la-ti-a,PN
18209,NI-la-ša-mar,PN
18210,NI-lam-ma,PN
18211,NI-lu-a,PN
18212,NI-lu5-lu5-a,PN
18213,NI-lugud2-da,PN
18214,NI-ma,PN
18215,NI-ma-si,PN
18216,NI-me-da,PN
18217,NI-mu,PN
18218,NI-mu-ta,PN
18219,NI-munus,PN
18220,NI-na-bi,PN
18221,NI-na-mu,PN
18222,NI-re,PN
18223,NI-sa10-da,PN
18224,NI-sa6,PN
18225,NI-sal4,PN
18226,NI-si4,PN
18227,NI-sig5,PN
18228,NI-sig5-da,PN
18229,NI-sum,PN
18230,NI-ta,PN
18231,NI-tam-ma,PN
18232,NI-tam-ma-ta,PN
18233,NI-tu-bi,PN
18234,NI-tul2-ta,PN
18235,NI-tur-tur,PN
18236,NI-u2-rum,PN
18237,NI-za,PN
18238,NI-za-li,PN
18239,NI-za-ti-a,PN
18240,NI-zu,PN
18241,NI-zu-ma,PN
18242,NI-zu-ta,PN
18243,NI-{d}Šara2,PN
18244,NI-ša3-URU,PN
18245,NI-še3,PN
18246,NI-šu,PN
18247,NI.A-NI-ba-ni,PN
18248,NI.A.SU-ta,PN
18249,NI.A.ŠE.RI.RU-de3,PN
18250,NI.AN-bi2-i3-lum,PN
18251,NI.AN-bu-li,PN
18252,NI.AŠ.PU2-še3,PN
18253,NI.DU-am3,PN
18254,NI.DU.šEš,PN
18255,NI.GIŠšeššig,PN
18256,NI.HI-ge-na,PN
18257,NI.HI{ki},SN
18258,NI.HUB2-e,PN
18259,NI.HUB2-gal,PN
18260,NI.IB-ra-bi2-um{ki},SN
18261,NI.IG-ma,PN
18262,NI.IŠ-ke4-ne,PN
18263,NI.IŠ.RU-ta,PN
18264,NI.LUM{ki},SN
18265,NI.NAGAR-e,PN
18266,NI.NAM{ki}-ta,SN
18267,NI.NI-še3,PN
18268,NI.PA-a,PN
18269,NI.PI-i3-giš,PN
18270,NI.UD-ma-ta,PN
18271,NI.URU-ta,PN
18272,NI.URU-{d}Šul-gi,PN
18273,NI9-e,PN
18274,NIG2-ba,PN
18275,NIG2-ba-ni,PN
18276,NIG2-dul9,PN
18277,NIG2-dul9-a,PN
18278,NIG2-dul9-a-še3,PN
18279,NIG2-dul9-še3,PN
18280,NIG2-gal,PN
18281,NIG2-gal-la,PN
18282,NIG2-gal-še3,PN
18283,NIG2-la,PN
18284,NIG2-la-a,PN
18285,NIG2-la2-še3,PN
18286,NIG2-ma2,PN
18287,NIG2-sig5,PN
18288,NIG2-še3,PN
18289,NIG2.AB-a-ni,PN
18290,NIG2.BI-še3,PN
18291,NIG2.KA-a,PN
18292,NIG2.NAGAR{sar},PN
18293,NIG2.NE-na,PN
18294,NIG2.NIG2-me,PN
18295,NIG2.SAL.LAL.SAG-gen,PN
18296,NIG2.SIG-la-me,PN
18297,NIG2.SUR-še3,PN
18298,NIG2.UNUG-še3,PN
18299,NIG2.šE3.MAR,PN
18300,NIGIN3-mub,PN
18301,NIM-a-am3,PN
18302,NIM-banda3,PN
18303,NIM-bi,PN
18304,NIM-da,PN
18305,NIM-dab5-ba,PN
18306,NIM-didli-me,PN
18307,NIM-e,PN
18308,NIM-e-NI,PN
18309,NIM-e-ba-ab-du7,PN
18310,NIM-e-ne,PN
18311,NIM-e-ne-ta,PN
18312,NIM-e-ne-še3,PN
18313,NIM-e-ne{ki}-ta,SN
18314,NIM-gar-ra,PN
18315,NIM-ka,PN
18316,NIM-ma,PN
18317,NIM-maše3,PN
18318,NIM-me,PN
18319,NIM-mu,PN
18320,NIM-mu-ta,PN
18321,"NIM-na-ta,",PN
18322,NIM-ne-ta,PN
18323,NIM-nita2-me,PN
18324,NIM-ta,PN
18325,NIM-zi-um{ki},SN
18326,NIM-še3,PN
18327,NIMGIR-i3-ti,PN
18328,NIMGIR-ma-an,PN
18329,NIMgunu,PN
18330,NIM{ki},SN
18331,NIM{ki}-ka,SN
18332,NIM{ki}-ta,SN
18333,NIN-e-ne,PN
18334,NIN-ki-ib-tum,PN
18335,NIN-ta,PN
18336,NIN.ME.AN-ta,PN
18337,NINA-ke4-ne,PN
18338,NINA-za-ni,PN
18339,NINA{ki},SN
18340,NINA{ki}-bi,SN
18341,NINA{ki}-du-še3,SN
18342,NINA{ki}-du10,SN
18343,NINA{ki}-du10-da,SN
18344,NINA{ki}-ka,SN
18345,NINA{ki}-ka-še3,SN
18346,NINA{ki}-ki-du10,SN
18347,NINA{ki}-me,SN
18348,NINA{ki}-ta,SN
18349,NINA{ki}-še3,SN
18350,NINA{ki}-še3-du,SN
18351,NINDA2-ga2,PN
18352,NINDA2xšE.AŠ.AŠ,PN
18353,NINDA2×EŠ18-a,PN
18354,NINDA2×ŠE-ga2,PN
18355,NIR-a-ni,PN
18356,NIR-da,PN
18357,NIR-da-am3,PN
18358,NIR-da-aš,PN
18359,NIR-da-bi,PN
18360,NIR-da-ke4,PN
18361,NIR-da-ni,PN
18362,NIR-da-{d}Ba-u2,PN
18363,NIR-da-{d}Ba-u2-ib2-gu,PN
18364,NIR-da-{d}Ba-u2-ib2-gu-ul,PN
18365,NIR-da-še3,PN
18366,NIR-gu,PN
18367,NIR-um,PN
18368,NP-ra,PN
18369,NP-ta,PN
18370,NP7-ra,PN
18371,NU-i3-li2,PN
18372,NU2{mušen},PN
18373,NUMUN-da-la,PN
18374,NUN-ga,PN
18375,NUN-ta,PN
18376,NUN-še3,PN
18377,NUN.ME-ta,PN
18378,NUN.NUN-da-ta,PN
18379,NUNUZ.AB2×TITAB-e,PN
18380,NUN{ki},SN
18381,"Na-""dugud""-da",PN
18382,Na-BU-da,PN
18383,Na-DA-NI-i3-li2,PN
18384,Na-DI,PN
18385,Na-DI-e,PN
18386,Na-DI-ka,PN
18387,Na-DI-ke4,PN
18388,Na-DI-me,PN
18389,Na-DI-mu,PN
18390,Na-DI-ta,PN
18391,Na-DI-še3,PN
18392,Na-IGI.AŠ-i3-li2,PN
18393,Na-MIN.HI-{d}Nanše,PN
18394,Na-NE,PN
18395,Na-NE.NE,PN
18396,Na-NI-pa2-tal,PN
18397,Na-URU×A,PN
18398,Na-a,PN
18399,Na-a-a,PN
18400,Na-a-a-ti,PN
18401,Na-a-a-tum,PN
18402,Na-a-ga-mu,PN
18403,Na-a-gu,PN
18404,Na-a-gu-mu,PN
18405,Na-a-mu,PN
18406,Na-a-na,PN
18407,Na-a-na-a,PN
18408,Na-a-na-ta,PN
18409,Na-a-na-še3,PN
18410,Na-a-ni,PN
18411,Na-a-ti,PN
18412,Na-a-tum,PN
18413,Na-a-zi,PN
18414,Na-ab-da-num2,PN
18415,Na-ab-li-is-E2-a,PN
18416,Na-ab-li2-is-E2-a,PN
18417,Na-ab-ni-ii-e2-a,PN
18418,Na-ab-ni-šu,PN
18419,Na-ab-ra-tum,PN
18420,Na-ab-ri-tum,PN
18421,Na-ab-ri2-lum,PN
18422,Na-ab-ri2-lum-ma,PN
18423,Na-ab-ri2-lum-še3,PN
18424,Na-ab-ri2-tum,PN
18425,Na-ab-ri2-um,PN
18426,Na-ab-ri2-um-ka,PN
18427,Na-ab-ri2-um-še3,PN
18428,Na-ab-ša-nu-um,PN
18429,Na-ah-bi-ir-MU,PN
18430,Na-ah-du,PN
18431,Na-ah-ha-ma-tal,PN
18432,Na-ah-šu,PN
18433,Na-ah-šu-BALA,PN
18434,Na-ah-šu-BALA-ra,PN
18435,Na-ah-šu-a,PN
18436,Na-ah-šu-a-ta,PN
18437,Na-ah-šu-um,PN
18438,Na-ah-šum,PN
18439,Na-ah-šum-BALA,PN
18440,Na-ah-šum-BALA{la},PN
18441,Na-ah-šum-bala,PN
18442,Na-ak-da-ma-ri,PN
18443,Na-ak-ri2-da-an,PN
18444,Na-am-mi-lum,PN
18445,Na-am-ri2-AN.A,PN
18446,Na-am-ri2-lum,PN
18447,Na-am-ri2-lum-ka,PN
18448,Na-am-ri2-lum-ma,PN
18449,Na-am-ri2-lum-ma-ta,PN
18450,Na-am-ri2-lum-še3,PN
18451,Na-am3-ri2-lum,PN
18452,Na-an-na,PN
18453,Na-an-na-a,PN
18454,Na-an-na-mu,PN
18455,Na-an-na-ri,PN
18456,Na-an-ni-a,PN
18457,Na-an-ni-a-ka-še3,PN
18458,Na-an-ni-a-ra,PN
18459,Na-an-ni-a-ta,PN
18460,Na-ap-i3-li2,PN
18461,Na-ap-la-nu-um,PN
18462,Na-ap-la-nu-um-še3,PN
18463,Na-ap-la-num,PN
18464,Na-ap-la-num2,PN
18465,Na-ap-la-num2-še3,PN
18466,Na-ap-la-zum,PN
18467,Na-ap-li2-is,PN
18468,Na-ap-li2-is-DINGIR,PN
18469,Na-ap-li2-is-E2-a,PN
18470,Na-ap-li2-is-i3-li2,PN
18471,Na-ap-ra-num2,PN
18472,Na-ap-sa-nu-um,PN
18473,Na-ap-ta-num2,PN
18474,Na-ap-ta2-num2,PN
18475,Na-ar-i3-li2,PN
18476,Na-at-ša-ha-ni,PN
18477,Na-aš2-i3,PN
18478,Na-aš2-ru2-a{ki},SN
18479,Na-aš2-ši,PN
18480,Na-ba,PN
18481,Na-ba-a,PN
18482,Na-ba-a-še3,PN
18483,Na-ba-dim2,PN
18484,Na-ba-ka,PN
18485,Na-ba-li2-is-E2-a,PN
18486,Na-ba-lu5,PN
18487,Na-ba-lu5-ta,PN
18488,Na-ba-lu5-zu,PN
18489,Na-ba-ma-ti,PN
18490,Na-ba-mu,PN
18491,Na-ba-sa,PN
18492,Na-ba-sa2,PN
18493,Na-ba-sa2-e,PN
18494,Na-ba-sa2-ta,PN
18495,Na-ba-sa6,PN
18496,Na-ba-sa6-e,PN
18497,Na-ba-sa6-ga,PN
18498,Na-ba-sa6-ga-ke4,PN
18499,Na-ba-sa6-ga-ta,PN
18500,Na-ba-sa6-ka-ra,PN
18501,Na-ba-sa6-ke4,PN
18502,Na-ba-sa6-me,PN
18503,Na-ba-sa6-ra,PN
18504,Na-ba-sa6-ta,PN
18505,Na-ba-sa6-še3,PN
18506,Na-ba-sa6ta,PN
18507,Na-ba-sig5,PN
18508,Na-ba-zx,PN
18509,Na-ba-ša,PN
18510,Na-bi,PN
18511,Na-bi-i3-li2-šu,PN
18512,Na-bi-lu5,PN
18513,Na-bi-mu,PN
18514,Na-bi-su,PN
18515,Na-bi-ta,PN
18516,Na-bi-{d}En-lil2,PN
18517,Na-bi-{d}Suen,PN
18518,Na-bi2-,PN
18519,Na-bi2-a,PN
18520,Na-bi2-i3-li2,PN
18521,Na-bi2-i3-li2-su,PN
18522,Na-bi2-i3-li2-šu,PN
18523,Na-bi2-ir,PN
18524,Na-bi2-li2-šu,PN
18525,Na-bi2-lum,PN
18526,Na-bi2-um,PN
18527,Na-bi2-um-ta,PN
18528,Na-bi2-zi-zi,PN
18529,Na-bi2-zu,PN
18530,Na-bi2-{d}En-lil2,PN
18531,Na-bi2-{d}En-lil2-la2,PN
18532,Na-bi2-{d}En-lil2-še3,PN
18533,Na-bi2-{d}Suen,PN
18534,Na-bi2-{d}Suen-ta,PN
18535,Na-bi2-{d}UTU,PN
18536,Na-bi2-{d}Šul-gi,PN
18537,Na-bi2-{d}Šul-gi-še3,PN
18538,Na-bi2-{d}Šul-gi{ki},SN
18539,Na-bu-a,PN
18540,Na-bu-ga,PN
18541,Na-bu-tum-še3,PN
18542,Na-bu3-gu,PN
18543,Na-da,PN
18544,Na-da-tum,PN
18545,Na-dar-re,PN
18546,Na-di3,PN
18547,Na-di3-tum,PN
18548,Na-din-AŠ2-tum,PN
18549,Na-din-AŠ2-tum-ma,PN
18550,Na-du,PN
18551,Na-du-be-el,PN
18552,Na-du-be-li2,PN
18553,Na-du-be2-li2,PN
18554,Na-du10,PN
18555,Na-du3-a,PN
18556,Na-du3-a-mah,PN
18557,Na-ga,PN
18558,Na-ga-NI-NI,PN
18559,Na-ga-am3,PN
18560,Na-ga-lu5,PN
18561,Na-ga-lu5-ta,PN
18562,Na-ga-mu-ur,PN
18563,Na-gar3{ki},SN
18564,Na-gi-KAL,PN
18565,Na-gi4,PN
18566,Na-gi4-zu,PN
18567,Na-gu,PN
18568,Na-gu-du,PN
18569,Na-gu-ri,PN
18570,Na-gu-u2-du,PN
18571,Na-ha-ab-ib-ri2,PN
18572,Na-ha-ar,PN
18573,Na-ha-aš2-tum,PN
18574,Na-ha-ma-ni-in-tum3,PN
18575,Na-ha-nu-um,PN
18576,Na-ha-pa2-tal,PN
18577,Na-ha-ru-um,PN
18578,Na-he2-zi,PN
18579,Na-hi-iš-tum,PN
18580,Na-hi-mu-um,PN
18581,Na-hi-ši-tum,PN
18582,Na-hu-um-ra,PN
18583,Na-ka-gu,PN
18584,Na-ka3-ab-tum,PN
18585,Na-ka3-ab-tum-ma,PN
18586,Na-ka3-ab-tum-še3,PN
18587,Na-kab-tum,PN
18588,Na-kab-tum-ta,PN
18589,Na-kab-tum-še3,PN
18590,Na-ki-ki,PN
18591,Na-ki-na,PN
18592,Na-ki-ne2,PN
18593,Na-ki-ni,PN
18594,Na-ku-li{ki}-me,SN
18595,Na-ku3,PN
18596,Na-lu-ta,PN
18597,Na-lu-uk,PN
18598,Na-lu2,PN
18599,Na-lu2-ta,PN
18600,Na-lu5,PN
18601,Na-lu5-a,PN
18602,Na-lu5-ta,PN
18603,Na-lu5-u2,PN
18604,Na-lu5-ug2,PN
18605,Na-lu5-še3,PN
18606,Na-lugal-ta,PN
18607,Na-lul,PN
18608,Na-lum,PN
18609,Na-ma-ri,PN
18610,Na-me,PN
18611,Na-me-Iš-me-DINGIR,PN
18612,Na-me-er,PN
18613,Na-me-er-DINGIR,PN
18614,Na-me-luh,PN
18615,Na-mi,PN
18616,Na-mi-ri2-lum,PN
18617,Na-mu,PN
18618,Na-mu-KA,PN
18619,Na-mu-KA-še3,PN
18620,Na-mu-da-di,PN
18621,Na-mu-ke4,PN
18622,Na-mu-na-mu-tar,PN
18623,Na-mu-ra,PN
18624,Na-mu-ra-zu,PN
18625,Na-mu-ru-in,PN
18626,Na-mu-ta,PN
18627,Na-mu-tum,PN
18628,Na-mu-um,PN
18629,Na-mu-še3,PN
18630,Na-mu-šu-bi-en,PN
18631,Na-mur-i3-li2,PN
18632,Na-na,PN
18633,Na-na-a,PN
18634,Na-na-a-ke4,PN
18635,Na-na-a-me,PN
18636,Na-na-a-mu,PN
18637,Na-na-a-nu-ri,PN
18638,Na-na-a-ta,PN
18639,Na-na-a2,PN
18640,Na-na-ad,PN
18641,Na-na-ah-dar,PN
18642,Na-na-am3,PN
18643,Na-na-du,PN
18644,Na-na-ki-ga-ga,PN
18645,Na-na-ma-še3,PN
18646,Na-na-me,PN
18647,Na-na-mu,PN
18648,Na-na-mu-še3,PN
18649,Na-na-ri,PN
18650,Na-na-sa6,PN
18651,Na-na-ta,PN
18652,Na-na-ti,PN
18653,Na-na-ti-a,PN
18654,Na-na-tum,PN
18655,Na-na-tum-e,PN
18656,Na-na-tum-ka,PN
18657,Na-na-tum-ma,PN
18658,Na-na-tum-ma-še3,PN
18659,Na-na-tum-ta,PN
18660,Na-na-tum-še3,PN
18661,Na-na-u3,PN
18662,Na-na-za,PN
18663,Na-na-ša,PN
18664,Na-nam,PN
18665,Na-nam-da-ta,PN
18666,Na-ni,PN
18667,Na-ni-a,PN
18668,Na-ni-bu,PN
18669,Na-ni-gal2-la,PN
18670,Na-ni-mu,PN
18671,Na-ni-mu-ta,PN
18672,Na-ni-pa2-tal,PN
18673,Na-ni-ra,PN
18674,Na-ni-sa6-ga,PN
18675,Na-ni-ta,PN
18676,Na-ni-še3,PN
18677,Na-ra-,PN
18678,Na-ra-am-,PN
18679,Na-ra-am-E2-a,PN
18680,Na-ra-am-E2-a-še3,PN
18681,Na-ra-am-i3-li2,PN
18682,Na-ra-am-i3-li2-ka,PN
18683,Na-ra-am-i3-li2-ke4,PN
18684,Na-ra-am-i3-li2-ta,PN
18685,Na-ra-am-ti-a,PN
18686,Na-ra-am-tum,PN
18687,Na-ra-am-{d}Da-gan,PN
18688,Na-ra-am-{d}IŠKUR,PN
18689,Na-ra-am-{d}Iškur,PN
18690,Na-ra-am-{d}Suen,PN
18691,Na-ra-am-{d}Suen-,PN
18692,Na-ra-am-{d}Suen-ka,PN
18693,Na-ra-am-{d}Suen-ke4,PN
18694,Na-ra-am-{d}Suen-ta,PN
18695,Na-ra-am-{d}Suen-še3,PN
18696,Na-ra-am-{d}Tišpak,PN
18697,Na-ra-am3-i3-li2-ta,PN
18698,Na-ra-ma-da-ad,PN
18699,Na-ra-me-a,PN
18700,Na-ra-mu,PN
18701,Na-ri-bu,PN
18702,Na-ri-ib,PN
18703,Na-ri2-dah-ha,PN
18704,Na-ru-ru-um,PN
18705,Na-ru2-a,PN
18706,Na-ru2-a-mah,PN
18707,Na-sa6,PN
18708,Na-sa6-,PN
18709,Na-sa6-ga,PN
18710,Na-sa6-ge,PN
18711,Na-sa6-ka,PN
18712,Na-sa6-ke4,PN
18713,Na-sa6-ra,PN
18714,Na-sa6-ta,PN
18715,Na-si-bil-tum-še3,PN
18716,Na-si-im,PN
18717,Na-si4,PN
18718,Na-sig3,PN
18719,Na-ti,PN
18720,Na-ti-NI,PN
18721,Na-ti-tum,PN
18722,Na-ti-um,PN
18723,Na-u2-a,PN
18724,Na-u2-a-a,PN
18725,Na-u2-a-ta,PN
18726,Na-wa-ar-še-en,PN
18727,Na-wa-ar{ki},SN
18728,Na-wa-ar{ki}-ta,SN
18729,Na-wi-ir,PN
18730,Na-wi-ir-DINGIR,PN
18731,Na-wi-ir-DINGIR-ma,PN
18732,Na-wi-ir-DINGIR-ta,PN
18733,Na-wi-ir-{d}UTU,PN
18734,Na-ze2-i3-li2,PN
18735,Na-zi,PN
18736,Na-zu,PN
18737,Na-ši-a,PN
18738,Na-ṣa-ar-{d}Šul-gi,PN
18739,Na-’a3-aš2,PN
18740,Na4-ge-na,PN
18741,Nag-su{ki},SN
18742,Nagar-bad3-LAGAB-me,PN
18743,Nagar-gu2-lugal,PN
18744,Nagar-ša3-ga,PN
18745,Nagar-ša3-kuš2,PN
18746,Nam-EZEM.NI,PN
18747,Nam-Geme2-{d}Ba-u2-i3-du10,PN
18748,Nam-IGI-da-da,PN
18749,Nam-NIN-ni-du10,PN
18750,Nam-NIN-ni-du10-e,PN
18751,Nam-PA.TUG2-ni-kam,PN
18752,Nam-SILA3,PN
18753,Nam-TUR,PN
18754,Nam-TUR-ta,PN
18755,Nam-ba-al-ti,PN
18756,Nam-bara2-si-ga,PN
18757,Nam-bi-i3-li2,PN
18758,Nam-diri-ni-du10,PN
18759,Nam-du8,PN
18760,Nam-dumu,PN
18761,Nam-en-na,PN
18762,Nam-geme2-ni,PN
18763,Nam-geme2-{d}Ba-u2,PN
18764,Nam-geme2-{d}Ba-u2-i3-du10,PN
18765,Nam-ha,PN
18766,Nam-ha-ne2-e,PN
18767,Nam-ha-ni,PN
18768,Nam-ha-ni-bi,PN
